Electrode,78.1874,-45.0892,18.59312,TP8
Electrode,49.6485,53.714005,72.15232,F4
Electrode,34.572666,-56.22408,104.81805,CP2
Electrode,-3.650487,-94.31303,89.44552,Pz
Electrode,-54.658276,-85.60732,64.8355,P3
Electrode,-35.01138,76.532974,57.549084,AF3
Electrode,-82.67655,-45.759594,17.792767,TP7
Electrode,-67.15822,-16.59987,82.76259,C3
Electrode,48.50233,-96.49255,16.550583,PO8
Electrode,48.725494,-84.51524,66.09842,P4
Electrode,-29.978354,86.34784,34.227676,Fp1
Electrode,-62.936485,46.658894,50.939716,F5
Electrode,-49.325687,52.2534,73.02977,F3
Electrode,62.736816,48.40083,50.41057,F6
Electrode,32.769493,23.316273,102.22296,FC2
Electrode,-27.808126,55.155968,88.54371,F1
Electrode,-51.470325,-103.63704,33.47483,PO5
Electrode,-4.216098,-119.000015,20.194662,Oz
Electrode,64.32183,-15.376682,82.664825,C4
Electrode,-56.444912,68.89309,29.68019,AF7
Electrode,-31.627556,-114.56207,17.6748,O1
Electrode,29.176073,86.772415,34.05185,Fp2
Electrode,54.793686,69.2823,28.893005,AF8
Electrode,27.787346,57.023415,87.73323,F2
Electrode,73.40496,-48.045895,50.231373,CP6
Electrode,77.866066,-14.7546,21.139353,T8
Electrode,-73.52608,15.329878,54.013424,FC5
Electrode,-0.062721,90.26061,37.52057,Fpz
Electrode,-38.89173,-56.915237,104.27415,CP1
Electrode,-70.5204,41.60593,25.634659,F7
Electrode,-81.346634,-16.703806,50.867195,C5
Electrode,-74.41436,-74.39822,16.575312,P7
Electrode,-38.360172,-107.95038,43.572376,PO3
Electrode,-34.380253,21.979872,102.083435,FC1
Electrode,-55.504173,-99.41845,16.025433,PO7
Electrode,73.38575,18.004347,53.676624,FC6
Electrode,-0.641874,22.920357,110.09503,FCz
Electrode,36.61653,-15.32702,106.83129,C2
Electrode,0.035509,57.77978,95.24711,Fz
Electrode,24.054955,-113.05555,17.488508,O2
Electrode,-59.64224,18.968346,80.437675,FC3
Electrode,76.599396,13.718206,22.325644,FT8
Electrode,78.57654,-15.603201,51.73978,C6
Electrode,61.263783,-52.144077,80.75766,CP4
Electrode,-39.775883,-16.641258,106.87426,C1
Electrode,-78.991165,-49.35035,49.27416,CP5
Electrode,30.459871,-106.83666,44.61775,PO4
Electrode,69.48036,43.397438,25.627378,F8
Electrode,35.927387,78.3291,57.706066,AF4
Electrode,62.80904,-79.67584,42.178036,P6
Electrode,65.53417,-72.75245,17.106293,P8
Electrode,-68.42951,-80.91293,41.606365,P5
Electrode,-78.04204,12.225491,22.399647,FT7
Electrode,-80.95922,-16.1745,20.469833,T7
Electrode,-66.106094,-52.947704,80.400696,CP3
Electrode,-1.226719,-15.811896,115.95636,Cz
Electrode,-4.283212,-111.68353,54.319405,POz
Electrode,44.063263,-102.61672,33.713333,PO6
Electrode,59.08359,20.027344,81.271706,FC4
Electrode,0.27688,81.8794,69.82274,AFz
Electrode,-2.503133,-57.81797,114.03798,CPz
